page_url,source,followers,date,time,time_zone,post_type,interactions,post_message,post_link
Facebook.com/Blacktivists,Blacktivist,60436,2016-05-07,15:00:00,GMT-0400,Facebook,11006,Sean Bell`s 22 year-old fiancée was at a bridal shower when her groom and the father of her two children was killed by police officers. Police officers are too comfortable killing black men.,https://www.facebook.com/blacktivists/posts/263947857281651
Facebook.com/Blacktivists,Blacktivist,66680,2016-05-16,11:00:00,GMT-0400,Facebook,10853,They only want us to forget about something in history when they were on the wrong side.,https://www.facebook.com/blacktivists/posts/269245340085236
Facebook.com/Blacktivists,Blacktivist,362305,2017-07-03,09:20:00,GMT-0400,Facebook,10710,"The video above is an example of why we believe in a white privilege. In this video, white woman's is having an altercation with police. She was allowed to struggle with them much longer than Alton Steling and Philando Castile. Nowtheh question is: did any of cops fear for their lives? If she were a black person, there would have been a hail of bullets.",https://www.facebook.com/blacktivists/posts/477431349266633
Facebook.com/Blacktivists,Blacktivist,127657,2016-07-31,16:55:00,GMT-0400,Facebook,10704,The treatment of slaves in the United States was brutal and degrading and we will never forget that.,https://www.facebook.com/blacktivists/posts/305192983157138
Facebook.com/Blacktivists,Blacktivist,41818,2016-02-25,13:00:00,GMT-0500,Facebook,10580,"American economy and power were built on forced migration and torture. Yes, our ancestors built America. But free men and women would have built it better and made it richer.",https://www.facebook.com/blacktivists/posts/223131328029971
Facebook.com/Blacktivists,Blacktivist,230093,2017-01-25,14:00:00,GMT-0500,Facebook,10512,Where all the melanin go?,https://www.facebook.com/blacktivists/posts/397352800607822
Facebook.com/Blacktivists,Blacktivist,251164,2017-02-16,08:00:15,GMT-0500,Facebook,10476,"Back in 1960, Ruby Bridges became the first black child to attend an all-white elementary school in the South. Despite the fact that a child faced a crowd of angry faces on a daily basis at school, she continued to fight for equality in education.",https://www.facebook.com/blacktivists/posts/407651929577909
Facebook.com/Blacktivists,Blacktivist,293471,2017-04-12,12:00:00,GMT-0400,Facebook,10465,repost @ameriesblog,https://www.facebook.com/blacktivists/posts/435306450145790
Facebook.com/Blacktivists,Blacktivist,147038,2016-08-18,16:55:01,GMT-0400,Facebook,10411,"Elvis was pretty good, but he wasn`t Chuck Berry",https://www.facebook.com/blacktivists/posts/314007502275686
Facebook.com/Blacktivists,Blacktivist,159516,2016-09-07,11:00:01,GMT-0400,Facebook,10338,There is injustice being done to black people. That`s why we must speak up.,https://www.facebook.com/blacktivists/posts/323942131282223
Facebook.com/Blacktivists,Blacktivist,291837,2017-04-09,16:55:00,GMT-0400,Facebook,10328,His father knows that ALL BLACK BOYS are KINGS!,https://www.facebook.com/blacktivists/posts/432577843751984
Facebook.com/Blacktivists,Blacktivist,34254,2016-02-12,08:00:00,GMT-0500,Facebook,10271,"Whites actually brought their children to watch planned lynching as a form of twisted entertainment. Today, police killing surpass the worst years of lynching.",https://www.facebook.com/blacktivists/posts/217486741927763
Facebook.com/Blacktivists,Blacktivist,151921,2016-08-25,15:00:00,GMT-0400,Facebook,10220,"When I looked at this picture, my heart skipped a beat. Guess the outcome of the trial...",https://www.facebook.com/blacktivists/posts/317597658583337
Facebook.com/Blacktivists,Blacktivist,355464,2017-06-27,10:07:39,GMT-0400,Facebook,10183,"GEORGIA COPS ARREST MAN AND FRIENDS FOR TRESPASSING ON THEIR OWN PROPERTY Lawrenceville cops arrested a Georgia resident at the Reflections Apartment complex in Lawrenceville for trespassing on his own property. Before having a birthday party and hanging out by his complex’s pool with his friends, Ashton Smallwood informed the leasing office that he wanted to have a pool party. And they told him in person, that it won’t a problem. However, the leasing office told that they must order the pool maintenance company to service the pool. Everything seemed fine, the apartment manager called Smallwood and told him that the pool was ready, Smallwood was ready to celebrate his birthday with his friends until the party turned into a nightmare. Detective Nermin Cultarevic, who is also a resident at the Reflections Apartment complex in Lawrenceville approached Smallwood and his friends and told them to leave the pool. Then Cultarevic called a friend of his with Gwinnett County Police Department Officer Hernandez. When Hernandez arrived, they started to speak Spanish. Cultarevic told Hernandez that they were criminals and did not live at the complex. When Smallwood attempted to inform cops that they were legally partying on (truncated)",https://www.facebook.com/blacktivists/posts/473852499624518
Facebook.com/Blacktivists,Blacktivist,267851,2017-03-14,13:00:01,GMT-0400,Facebook,10113,repost Melaninvibez,https://www.facebook.com/blacktivists/posts/417198438623258
Facebook.com/Blacktivists,I Love Being Black,6605641,2017-08-20,15:49:00,GMT-0400,Facebook,10034,"#YES",https://www.facebook.com/lovebeingblack/posts/10155333258766928
Facebook.com/Blacktivists,Blacktivist,199998,2016-11-14,09:33:40,GMT-0500,Facebook,10031,"CHILI`S MANAGER REFUSED TO SERVE FREE MEAL FOR BLACK U.S. ARMY VETERAN Chili`s restaurant advertised free Veterans Day meal for service members. However, the restaurant refused service for black U.S. veteran Ernest Walker. Ernest Walker was surprised when a white man wearing Trump t-shirt came to the veteran and asked Walker what unit did he serve. When Walker replied 24ths, the white man said no the 25th. Seconds later, the stranger said he was in WW 2 in Germany and he didn`t see people of color like him because blacks were not allowed to serve. Then one of the employees came up to his table and put foid in a container and said that some guests told them he was not a real soldier. The manager of the restaurant Wesley Patrick also came to veteran`s table and asked to show Walker`s military ID. After embarrassing and humiliating the veteran, Patrick said that his dog is not the service dog. After that, Walker started recording him. This story is shameful for America. This restaurant offended the man who served for our country. These people dehumanized the man who fought for our freedom and peace. Yes, of course, if you put a white man in uniform, Americans will worship him. But if you put a black man in uniform, Americans will ask for his ID to prove that he is a hero. So now the question is: is segregation still present today in society?",https://www.facebook.com/blacktivists/posts/362077157468720
Facebook.com/Blacktivists,Blacktivist,130112,2016-08-02,15:00:00,GMT-0400,Facebook,9829,And we still rise!,https://www.facebook.com/blacktivists/posts/306129539730149
Facebook.com/Blacktivists,Blacktivist,68393,2016-05-18,09:00:00,GMT-0400,Facebook,9814,"If Black Panthers, Malcolm X, Martin Luthern King could stand up to cops back then, why can`t we get together and do it again together?",https://www.facebook.com/blacktivists/posts/270139629995807
Facebook.com/Blacktivists,Blacktivist,219876,2016-12-16,10:00:00,GMT-0500,Facebook,9756,"Little girl competes with marine at push up challenge. Great job, little lady. #BlackGirlMagic",https://www.facebook.com/blacktivists/posts/378690385807397
Facebook.com/Blacktivists,Blacktivist,57170,2016-04-22,13:00:01,GMT-0400,Facebook,9678,"Of course this wouldn’t be on the news. Keep going, brother!",https://www.facebook.com/blacktivists/posts/256817007994736
Facebook.com/Blacktivists,Blacktivist,206494,2016-11-27,08:00:00,GMT-0500,Facebook,9625,Black girls are the definition of national greatness.,https://www.facebook.com/blacktivists/posts/366206680389101
Facebook.com/Blacktivists,Blacktivist,238885,2017-02-06,14:00:01,GMT-0500,Facebook,9603,Black Power Puff Girls. Justice must be served! By any means necessary!,https://www.facebook.com/blacktivists/posts/403085223367913
Facebook.com/Blacktivists,Blacktivist,155479,2016-08-30,13:00:01,GMT-0400,Facebook,9421,We will never let then to put shackles on us again.,https://www.facebook.com/blacktivists/posts/320095458333557
Facebook.com/Blacktivists,Blacktivist,181908,2016-10-10,11:00:00,GMT-0400,Facebook,9372,"Anyways, nobody is listening to us.",https://www.facebook.com/blacktivists/posts/343310862678683
Facebook.com/Blacktivists,Blacktivist,311299,2017-05-05,15:00:00,GMT-0400,Facebook,9327,repost Blackslayingit,https://www.facebook.com/blacktivists/posts/444994575843644
Facebook.com/Blacktivists,Blacktivist,216940,2016-12-08,14:00:00,GMT-0500,Facebook,9324,Bye Felicia,https://www.facebook.com/blacktivists/posts/374322979577471
Facebook.com/Blacktivists,Blacktivist,92181,2016-06-28,09:00:00,GMT-0400,Facebook,9112,These kinds of people are still around us driving police cars.,https://www.facebook.com/blacktivists/posts/289873384689098
Facebook.com/Blacktivists,Blacktivist,249147,2017-02-14,19:00:01,GMT-0500,Facebook,9106,repost @primplife,https://www.facebook.com/blacktivists/posts/406654293011006
Facebook.com/Blacktivists,Blacktivist,65925,2016-05-14,16:00:00,GMT-0400,Facebook,9030,He is a living example. Truly an inspiration.,https://www.facebook.com/blacktivists/posts/267347296941707
Facebook.com/Blacktivists,Blacktivist,326037,2017-05-18,13:00:00,GMT-0400,Facebook,9022,They marinated their lives in coconut oil.,https://www.facebook.com/blacktivists/posts/452821065060995
Facebook.com/Blacktivists,Blacktivist,185235,2016-10-17,13:00:00,GMT-0400,Facebook,8931,"Share this image, because it will never make it to the mainstream media.",https://www.facebook.com/blacktivists/posts/347063512303418
Facebook.com/Blacktivists,Blacktivist,163270,2016-09-09,11:00:01,GMT-0400,Facebook,8819,We should never forget about this part of our history. It played a huge role in how America is today.,https://www.facebook.com/blacktivists/posts/325050801171356
Facebook.com/Blacktivists,Blacktivist,213213,2016-12-03,10:00:00,GMT-0500,Facebook,8755,Our ancestors lived on this land long before Columbus.,https://www.facebook.com/blacktivists/posts/369296173413485
Facebook.com/Blacktivists,Blacktivist,274211,2017-03-25,11:00:00,GMT-0400,Facebook,8729,Black grandma will always find a way to support her grandkids.,https://www.facebook.com/blacktivists/posts/418200808523021
Facebook.com/Blacktivists,Blacktivist,283010,2017-03-31,09:04:46,GMT-0400,Facebook,8718,So adorable! Watch this adorable toddler giving her daddy encouragement whilst he fixes her hair.,https://www.facebook.com/blacktivists/posts/428400674169701
Facebook.com/Blacktivists,Blacktivist,364538,2017-07-05,22:00:00,GMT-0400,Facebook,8683,"Dear black girls, no one can dictate your destiny for you...absolutely NO ONE. Thanks Esther Johnson for sending us this video.",https://www.facebook.com/blacktivists/posts/478633059146462
Facebook.com/Blacktivists,Blacktivist,67570,2016-05-17,09:00:00,GMT-0400,Facebook,8558,"Guess how America was created and maintained? Lies, rape, murder, enslavement, etc is what this country was formed on and the way it still operates?",https://www.facebook.com/blacktivists/posts/269677646708672
Facebook.com/Blacktivists,Blacktivist,130112,2016-08-02,16:55:00,GMT-0400,Facebook,8535,"Alabama Police office broke into this black man`s house, called him ""Boy"" and laughed when he asked about a warrant. If the man didn`t have his camera phone police officers could shoot him claiming they feared for their safety.",https://www.facebook.com/blacktivists/posts/306129889730114
Facebook.com/Blacktivists,Blacktivist,333524,2017-05-26,11:00:00,GMT-0400,Facebook,8522,THOUGHT WE DIDN`T HAVE MONEY TO DO SIMPLE THINGS SUCH AS FIXING A TOWN'S WATER SUPPLY AND PIPES BUT CAN BOMB COUNTRIES LIKE WE TAKE SHITS.,https://www.facebook.com/blacktivists/posts/456106458065789
Facebook.com/Blacktivists,Blacktivist,91572,2016-06-27,12:00:00,GMT-0400,Facebook,8501,"THE SECRET REVEALED. JACK DANIEL`S WHISKEY WAS CREATED BY A SLAVE The Tennessee-based whisky maker reveals a secret history on its 150th anniversary. According to Jack Daniels` maker, Nearis Green, an enslaved man was behind the world-famous recipe of America`s most popular whisky. Green was the one who taught Jasper Newton Jack Daniel how to run his Tennessee distillery. Until now, the story was told that a white moonshine distiller named Dan Call had taught Jasper Jack Daniel how to run his Tennessee distillery. But it appears one of the Dan Call`s slaves passed on his experience to Daniel. Thus, we must admit that enslaved people played a crucial role in the whiskey-making process in the same way that white cooks often appropriated recipes from their enslaved black cooks. Back in 1800s whites used to take credits for the people who really did work. But because of slavery, their contributions have largely been erased from history.",https://www.facebook.com/blacktivists/posts/289498814726555
Facebook.com/Blacktivists,Blacktivist,367708,2017-07-10,09:00:00,GMT-0400,Facebook,8398,"Watch: Tasers, grenade launchers, tear gas, assault rifles and brute force were used against US Merced black kids last night for having a party. The cops never told anyone what was happening. Police brutality is real.",https://www.facebook.com/blacktivists/posts/481198292223272
Facebook.com/Blacktivists,Blacktivist,181530,2016-10-09,13:22:00,GMT-0400,Facebook,8327,When is it ever the right place or the right time?,https://www.facebook.com/blacktivists/posts/341343636208739
Facebook.com/Blacktivists,Blacktivist,317860,2017-05-09,10:00:00,GMT-0400,Facebook,8326,This picture probably won`t go viral because that`s not what the media tellS is about black dads.,https://www.facebook.com/blacktivists/posts/446442895698812
Facebook.com/Blacktivists,Blacktivist,357847,2017-06-29,15:00:00,GMT-0400,Facebook,8309,Please make up your mind.,https://www.facebook.com/blacktivists/posts/474910089518759
Facebook.com/Blacktivists,Blacktivist,72030,2016-05-26,10:00:00,GMT-0400,Facebook,8286,"The society supports protests, but not so much when protesters are black.",https://www.facebook.com/blacktivists/posts/272294896446947
Facebook.com/Blacktivists,Blacktivist,297120,2017-04-19,15:00:00,GMT-0400,Facebook,8282,"When you leave your baby girl alone with her father, that`s what happens.",https://www.facebook.com/blacktivists/posts/439029986440103
Facebook.com/Blacktivists,Blacktivist,178629,2016-09-29,13:00:01,GMT-0400,Facebook,8140,We respect the man who proved that he is a part of human race.,https://www.facebook.com/blacktivists/posts/337879709888465
Facebook.com/Blacktivists,Blacktivist,184919,2016-10-16,11:00:01,GMT-0400,Facebook,8097,Positive young black men serving this country will not be on any news outlet. That`s why we decided to post it here.,https://www.facebook.com/blacktivists/posts/344769642532805
Facebook.com/Blacktivists,Blacktivist,308880,2017-05-04,16:55:00,GMT-0400,Facebook,8064,The way this child making sure his mama is comfortable is adorable.,https://www.facebook.com/blacktivists/posts/446328939043541
Facebook.com/Blacktivists,Blacktivist,185735,2016-10-19,15:00:01,GMT-0400,Facebook,8033,"Dear cop, please stop using our children for publicity stunts.",https://www.facebook.com/blacktivists/posts/348261992183570
Facebook.com/Blacktivists,Blacktivist,77595,2016-06-06,10:38:52,GMT-0400,Facebook,8008,Not much has changed.,https://www.facebook.com/blacktivists/posts/272394679770302
Facebook.com/Blacktivists,Blacktivist,210873,2016-11-30,15:00:00,GMT-0500,Facebook,7968,Let`s build each other.,https://www.facebook.com/blacktivists/posts/369826636693772
Facebook.com/Blacktivists,Blacktivist,106658,2016-07-21,13:00:00,GMT-0400,Facebook,7965,They forgot to tell us that Black Indians paid the highest price in the building of the United States of America.,https://www.facebook.com/blacktivists/posts/300282610314842
Facebook.com/Blacktivists,Blacktivist,195485,2016-10-31,16:55:00,GMT-0400,Facebook,7912,"In America, racial oppression and racism were never an ancient history.",https://www.facebook.com/blacktivists/posts/353637784979324
Facebook.com/Blacktivists,Blacktivist,343427,2017-06-14,09:00:00,GMT-0400,Facebook,7875,SHOCKING! This video footage shows NYPD cop pulling a gun on a black man as he films him. Thank God the man wasn't killed.,https://www.facebook.com/blacktivists/posts/466491680360600
Facebook.com/Blacktivists,Blacktivist,302325,2017-04-26,16:55:00,GMT-0400,Facebook,7788,"This is so beautiful. This is the most lovely video to watch, pure love. @kay_the_koolest",https://www.facebook.com/blacktivists/posts/442516882758080
Facebook.com/Blacktivists,Blacktivist,274211,2017-03-25,14:00:00,GMT-0400,Facebook,7781,"Believe it or not, black doctors exist.",https://www.facebook.com/blacktivists/posts/418213698521732
Facebook.com/Blacktivists,Blacktivist,255740,2017-02-21,13:00:03,GMT-0500,Facebook,7691,"On February 21, 1965, one week after his home was firebombed, Malcolm X was shot to death while speaking at a rally of his organization in New York City.",https://www.facebook.com/blacktivists/posts/410293079313794
Facebook.com/Blacktivists,Blacktivist,213213,2016-12-03,08:30:00,GMT-0500,Facebook,7686,"In America, most employees are instructed to follow black and Latino customers, because they 'always are the ones that are the thieves.' Racial profiling? Yes, it is.",https://www.facebook.com/blacktivists/posts/371751716501264
Facebook.com/Blacktivists,Blacktivist,195485,2016-10-31,15:00:01,GMT-0400,Facebook,7670,The media did not report this story. But we will. This Nigerian Surgeon in Texas Children`s Hospital removed a baby from a womb and operated on her tumor returning the baby to her mother`s uterus. The baby was born healthy.,https://www.facebook.com/blacktivists/posts/353634374979665
Facebook.com/Blacktivists,Blacktivist,255740,2017-02-21,10:00:04,GMT-0500,Facebook,7618,My face when I am unbothered and not afraid of the racist system.,https://www.facebook.com/blacktivists/posts/410176789325423
Facebook.com/Blacktivists,Blacktivist,375979,2017-07-23,11:00:00,GMT-0400,Facebook,7597,"What exactly are we celebrating? No Independence for me. When I think about the fourth of July, I get sad angry. Black people were still slaves in the day on which the Declaration of Independence was signed. We did not get our independence on that day. Moreover, look around, do you see independence for black people now? Well, I don't.",https://www.facebook.com/blacktivists/posts/485641958445572
Facebook.com/Blacktivists,Blacktivist,362945,2017-07-04,09:00:00,GMT-0400,Facebook,7597,This is deep. Always remember who you are. Do not let anyone erase your family's story.,https://www.facebook.com/blacktivists/posts/477937789215989
Facebook.com/Blacktivists,Blacktivist,140605,2016-08-11,09:00:01,GMT-0400,Facebook,7515,"While you pray for the families who lost their children and friends to police brutality, you should also pray for an end to this plague of injustice in America.",https://www.facebook.com/blacktivists/posts/310675799275523
Facebook.com/Blacktivists,Blacktivist,267851,2017-03-14,11:00:01,GMT-0400,Facebook,7474,It's beautiful when you grow together,https://www.facebook.com/blacktivists/posts/418194461856989
Facebook.com/Blacktivists,Blacktivist,105143,2016-07-18,16:55:00,GMT-0400,Facebook,7471,"We were enslaved, bombed, hanged, raped, beaten, crosses burned on our ancestor's lawns. If our lives matter for you then why aren`t you out here with us?",https://www.facebook.com/blacktivists/posts/298836600459443
Facebook.com/Blacktivists,Blacktivist,33450,2016-02-11,13:00:01,GMT-0500,Facebook,7470,"People who change #BlackLivesMatter to #AllLivesMatter are the same ones who crash strangers` funeral shouting I TOO HAVE FELT LOSS",https://www.facebook.com/blacktivists/posts/216888928654211
Facebook.com/Blacktivists,Blacktivist,86964,2016-06-20,13:00:00,GMT-0400,Facebook,7452,"Wake up and build a nation, Black People! Our Civil Rights have been violated on so many levels. Look around, thousands of lives were taken by the hands that are supposed to protect us.",https://www.facebook.com/blacktivists/posts/285986188411151
Facebook.com/Blacktivists,Blacktivist,152874,2016-08-27,11:00:01,GMT-0400,Facebook,7385,"The police officer without a warrant entered this black man`s house, did not say what the charges were, did not read this man about his rights and refused to give his name. Since when are they above the law?",https://www.facebook.com/blacktivists/posts/316456352030801
Facebook.com/Blacktivists,Blacktivist,340796,2017-06-08,16:00:00,GMT-0400,Facebook,7339,repost @naturalhairloves,https://www.facebook.com/blacktivists/posts/462882137388221
Facebook.com/Blacktivists,Blacktivist,136207,2016-08-08,15:00:00,GMT-0400,Facebook,7289,Was it really about traffic/parking violations or lack of police training?,https://www.facebook.com/blacktivists/posts/309048232771613
Facebook.com/Blacktivists,Blacktivist,192483,2016-10-28,13:00:45,GMT-0400,Facebook,7216,"Never back down, my friends. Black America is so tired of explaining and debating.",https://www.facebook.com/blacktivists/posts/353036908372745
Facebook.com/Blacktivists,Blacktivist,204793,2016-11-26,10:00:00,GMT-0500,Facebook,7179,Art imitates life art. This photo is great.,https://www.facebook.com/blacktivists/posts/365270247149411
Facebook.com/Blacktivists,Blacktivist,13704,2015-12-21,10:00:01,GMT-0500,Facebook,7161,"This tip might just SAVE YOUR LIFE! Pass it on to friends, family and especially activists.",https://www.facebook.com/blacktivists/posts/193245021018602
Facebook.com/Blacktivists,Blacktivist,72410,2016-05-27,10:00:00,GMT-0400,Facebook,7156,"Unity isn't too late to accomplish, folks. We have to fight till an end!",https://www.facebook.com/blacktivists/posts/272295846446852
Facebook.com/Blacktivists,Blacktivist,267851,2017-03-14,12:09:06,GMT-0400,Facebook,7155,Did you know that? Write in comment! Repost from Williams&Kalvin,https://www.facebook.com/blacktivists/posts/420073858335716
Facebook.com/Blacktivists,Blacktivist,210873,2016-11-30,10:00:33,GMT-0500,Facebook,7118,Represent your unapologetically African roots.,https://www.facebook.com/blacktivists/posts/369815103361592
Facebook.com/Blacktivists,Blacktivist,325204,2017-05-17,18:00:00,GMT-0400,Facebook,7090,It's sad that someone makes you feel bad in 2017...,https://www.facebook.com/blacktivists/posts/452381425104959
Facebook.com/Blacktivists,Blacktivist,262793,2017-03-03,07:00:00,GMT-0500,Facebook,7087,This picture probably won`t go viral because that`s not what the media tellS is about black dads.,https://www.facebook.com/blacktivists/posts/410580915951677
Facebook.com/Blacktivists,Blacktivist,303621,2017-04-28,19:00:00,GMT-0400,Facebook,7039,repost Blackslayingit,https://www.facebook.com/blacktivists/posts/443432919333143
Facebook.com/Blacktivists,Blacktivist,291837,2017-04-09,13:00:00,GMT-0400,Facebook,7032,repost @blvckgurls,https://www.facebook.com/blacktivists/posts/433074440368991
Facebook.com/Blacktivists,Blacktivist,79165,2016-06-08,14:00:00,GMT-0400,Facebook,7031,America was never white. America is the only place where immigrants call other immigrants immigrants.,https://www.facebook.com/blacktivists/posts/272451769764593
Facebook.com/Blacktivists,Blacktivist,373301,2017-07-19,15:00:00,GMT-0400,Facebook,7012,"Stop feeding your children fairy tales and sugar coating. Teach them the truth about their history. If we don't teach it to our children, they won't know it.",https://www.facebook.com/blacktivists/posts/486236068386161
Facebook.com/Blacktivists,Blacktivist,33450,2016-02-11,08:00:00,GMT-0500,Facebook,7002,The Black Panthers was formed as a defense to counteract the police brutality. It was never formed to terrorize whites. It`s unfair when whites act like the Black Panthers were lynching whites and buring down white churches as the KKK always did and are currently doing to us. The KKK is legally allowed to operate in the U.S. Whose fault is that?,https://www.facebook.com/blacktivists/posts/216887885320982
Facebook.com/Blacktivists,Blacktivist,354022,2017-06-26,13:00:00,GMT-0400,Facebook,6983,"Same park, same cops. If the picture above doesn't bother you, and you cannot spot the difference, then there is something seriously wrong with you.",https://www.facebook.com/blacktivists/posts/473101649699603
Facebook.com/Blacktivists,Blacktivist,123064,2016-07-27,12:30:01,GMT-0400,Facebook,6966,"Why do we label all cops as ""bad ones?"" May be because so far, a few police officers have been fired, but merely reassigned?!",https://www.facebook.com/blacktivists/posts/303509173325519
Facebook.com/Blacktivists,Blacktivist,28024,2016-01-23,08:00:00,GMT-0500,Facebook,6955,"Maybe the criminal justice system, from start to finish, is seriously racist? What if the government is blind and deaf?",https://www.facebook.com/blacktivists/posts/206116356398135
Facebook.com/Blacktivists,D.L. Hughley,2159210,2016-09-06,18:22:28,GMT-0400,Facebook,6953,,https://www.facebook.com/RealDLHughley/posts/1422187101156956
Facebook.com/Blacktivists,Blacktivist,202013,2016-11-24,15:00:00,GMT-0500,Facebook,6893,100 year of beauty,https://www.facebook.com/blacktivists/posts/366852753657827
Facebook.com/Blacktivists,Blacktivist,210873,2016-11-30,12:00:00,GMT-0500,Facebook,6844,JUST WATCH...The face you make when some folk talk of beauty. Her facial expression is priceless.,https://www.facebook.com/blacktivists/posts/369824310027338
Facebook.com/Blacktivists,Blacktivist,163270,2016-09-09,09:00:00,GMT-0400,Facebook,6829,Colin Kaepernick warned us. Listen to this military veteran who speaks about the police brutality he witnessed and filmed on the bus when a huge cop kicked a black lady with a special needs right in the face. That`s why we need to unite and fight back.,https://www.facebook.com/blacktivists/posts/325050517838051
Facebook.com/Blacktivists,Blacktivist,167518,2016-09-13,13:00:01,GMT-0400,Facebook,6820,"The KKK haven`t gone away or declined. Their beliefs have taken other forms of organizing. They are in your police, courts, jails, or even sitting next to you right now.",https://www.facebook.com/blacktivists/posts/327122230964213
Facebook.com/Blacktivists,Blacktivist,123064,2016-07-27,14:30:01,GMT-0400,Facebook,6791,"The Forgotten Holocaust, ""The forgotten"" because was black.",https://www.facebook.com/blacktivists/posts/303509466658823
Facebook.com/Blacktivists,Blacktivist,284267,2017-04-01,19:00:00,GMT-0400,Facebook,6775,repost @wokeandblack,https://www.facebook.com/blacktivists/posts/428933747449727
Facebook.com/Blacktivists,Blacktivist,303621,2017-04-28,09:00:00,GMT-0400,Facebook,6772,What are the limits? And then they say this has nothing to do with race?,https://www.facebook.com/blacktivists/posts/443411032668665
Facebook.com/Blacktivists,Blacktivist,185735,2016-10-19,13:00:00,GMT-0400,Facebook,6768,"Watch out, guys. A new generation of educated black men are rising and trust me, they won`t be silenced.",https://www.facebook.com/blacktivists/posts/348260178850418
Facebook.com/Blacktivists,Blacktivist,324403,2017-05-16,16:00:00,GMT-0400,Facebook,6760,repost @blkgirls,https://www.facebook.com/blacktivists/posts/451934965149605
Facebook.com/Blacktivists,Blacktivist,158458,2016-09-05,10:30:40,GMT-0400,Facebook,6714,"In America, white people are just people who have made mistakes, and will always have second chances and rehabilitation. But black men? We are always guilty until proven guilty.",https://www.facebook.com/blacktivists/posts/322959361380500
Facebook.com/Blacktivists,Blacktivist,224183,2016-12-26,14:00:00,GMT-0500,Facebook,6699,"I know people will find something negative to say, but I don`t really care. People are so judgemental these days. These siblings are beautiful.",https://www.facebook.com/blacktivists/posts/383384038671365
Facebook.com/Blacktivists,Blacktivist,131369,2016-08-03,15:00:00,GMT-0400,Facebook,6693,Police are organized funded public gang?,https://www.facebook.com/blacktivists/posts/306638993012537
Facebook.com/Blacktivists,Blacktivist,51026,2016-03-23,11:00:01,GMT-0400,Facebook,6693,Not all the tyrants are afforded the same recognition when it comes to black people.,https://www.facebook.com/blacktivists/posts/237576283252142
Facebook.com/Blacktivists,Blacktivist,192483,2016-10-28,09:00:01,GMT-0400,Facebook,6677,This University Professor helped one of his students to write her exams while taking care of her crying baby. This image could go viral if he was white.,https://www.facebook.com/blacktivists/posts/352998918376544
Facebook.com/Blacktivists,Blacktivist,299074,2017-04-21,14:00:00,GMT-0400,Facebook,6650,repost Blackslayingit,https://www.facebook.com/blacktivists/posts/440141152995653
Facebook.com/Blacktivists,Blacktivist,184016,2016-10-13,15:00:01,GMT-0400,Facebook,6636,Unite and rule the world!,https://www.facebook.com/blacktivists/posts/344769979199438
Facebook.com/Blacktivists,Blacktivist,137492,2016-08-09,16:55:00,GMT-0400,Facebook,6628,"What if black cops, who are funded by tax payers to protect and serve start killing white people during traffic stops and raids? How much Blue Lives really matter then?",https://www.facebook.com/blacktivists/posts/309585599384543
Facebook.com/Blacktivists,Blacktivist,320236,2017-05-11,16:55:00,GMT-0400,Facebook,6611,Image the media won`t even bother to show you.,https://www.facebook.com/blacktivists/posts/449412792068489
Facebook.com/Blacktivists,Blacktivist,298083,2017-04-19,22:00:00,GMT-0400,Facebook,6608,repost Mediablackoutusa,https://www.facebook.com/blacktivists/posts/439072803102488
Facebook.com/Blacktivists,The Other 98%,2473162,2016-06-29,22:00:00,GMT-0400,Facebook,6590,NRA WTF?,https://www.facebook.com/TheOther98/posts/1363688680308773
Facebook.com/Blacktivists,Blacktivist,307679,2017-05-03,13:00:00,GMT-0400,Facebook,6575,"Black children deserve to grow up too. Rest in Peace #JordanEdwards",https://www.facebook.com/blacktivists/posts/445894219087013
Facebook.com/Blacktivists,Blacktivist,194772,2016-10-30,09:00:00,GMT-0400,Facebook,6566,"Growing up dark skinned in America is not an easy task to do. Tell your children that they represent a rainbow of beautiful shades, that make them special.",https://www.facebook.com/blacktivists/posts/350981945244908
Facebook.com/Blacktivists,Blacktivist,331154,2017-05-23,11:00:00,GMT-0400,Facebook,6548,Police brutality in America gone crazy. But America is too busy bombing countries in the Middle East.,https://www.facebook.com/blacktivists/posts/455513471458421
Facebook.com/Blacktivists,Blacktivist,126321,2016-07-30,16:55:00,GMT-0400,Facebook,6548,Stop pretending everything is okay. Arm yourself with facts and fight for your future.,https://www.facebook.com/blacktivists/posts/304696779873425
Facebook.com/Blacktivists,Blacktivist,41257,2016-02-23,08:00:00,GMT-0500,Facebook,6527,"Trust me, underneath those KKK robes are cops, teachers, lawyers, judges, politicians, banker, etc. All positions of power. They just pretend caring about us.",https://www.facebook.com/blacktivists/posts/221829074826863
Facebook.com/Blacktivists,Blacktivist,278771,2017-03-29,16:55:00,GMT-0400,Facebook,6517,"A mother understands what a child doesn`t say. Full respect for this mother. #BlackGirlsMagic",https://www.facebook.com/blacktivists/posts/427291277613974
Facebook.com/Blacktivists,Blacktivist,157617,2016-09-02,13:00:00,GMT-0400,Facebook,6512,"Black Wall Street was bombed from the air and burned to the ground by white mobs on June 1, 1921. The night`s carnage left some 3,000 blacks dead, over 500 successful businesses lost: 21 churches, 21 restaurants, 30 grocery stores and two movie theaters, a bank, a hospital, a post office, schools, libraries, dozens of airplanes and a bus system. Everything was destroyed. How can we forget about it?",https://www.facebook.com/blacktivists/posts/321515094858260
